id,chuong_id,chuong_ten,dieu_id,dieu_ten,khoan_id,diem_id,cap_do,noi_dung,full_citation,ten_van_ban,ngay_ban_hanh,co_quan_ban_hanh,so_hieu,keyphrase,dang_quy_dinh
76,I,QUY ĐỊNH CHUNG,9,"Quyền, trách nhiệm của tổ chức công đoàn trong công tác an toàn, vệ sinh lao động",5,,khoan,"Đại diện tập thể người lao động khởi kiện khi quyền của tập thể người lao động về an toàn, vệ sinh lao động bị xâm phạm; đại diện cho người lao động khởi kiện khi quyền của người lao động về an toàn, vệ sinh lao động bị xâm phạm và được người lao động ủy quyền.","Điều 9, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người lao động,khac
77,I,QUY ĐỊNH CHUNG,9,"Quyền, trách nhiệm của tổ chức công đoàn trong công tác an toàn, vệ sinh lao động",6,,khoan,"Nghiên cứu, ứng dụng khoa học, công nghệ, đào tạo, huấn luyện về an toàn, vệ sinh lao động; kiến nghị các giải pháp chăm lo cải thiện điều kiện lao động, phòng ngừa tai nạn lao động, bệnh nghề nghiệp cho người lao động.","Điều 9, Khoản 6 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|điều kiện lao động|người lao động,dieu_kien
78,I,QUY ĐỊNH CHUNG,9,"Quyền, trách nhiệm của tổ chức công đoàn trong công tác an toàn, vệ sinh lao động",7,,khoan,"Phối hợp với cơ quan nhà nước tổ chức phong trào thi đua về an toàn, vệ sinh lao động; tổ chức phong trào quần chúng làm công tác an toàn, vệ sinh lao động; tổ chức và hướng dẫn hoạt động của mạng lưới an toàn, vệ sinh viên.","Điều 9, Khoản 7 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
79,I,QUY ĐỊNH CHUNG,9,"Quyền, trách nhiệm của tổ chức công đoàn trong công tác an toàn, vệ sinh lao động",8,,khoan,"Khen thưởng công tác an toàn, vệ sinh lao động theo quy định, của Tổng Liên đoàn Lao động Việt Nam.","Điều 9, Khoản 8 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
80,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",1,,khoan,"Tham gia với người sử dụng lao động xây dựng và giám sát việc thực hiện kế hoạch, quy định, nội quy, quy trình, biện pháp bảo đảm an toàn, vệ sinh lao động, cải thiện điều kiện lao động.","Điều 10, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bảo đảm an toàn|điều kiện lao động|người sử dụng lao động,dieu_kien
81,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",2,,khoan,"Đại diện cho tập thể người lao động thương lượng, ký kết và giám sát việc thực hiện điều khoản về an toàn, vệ sinh lao động trong thỏa ước lao động tập thể; có trách nhiệm giúp đỡ người lao động khiếu nại, khởi kiện khi quyền, lợi ích hợp pháp, chính đáng bị xâm phạm.","Điều 10, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người lao động,nghia_vu
82,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",3,,khoan,"Đối thoại với người sử dụng lao động để giải quyết các vấn đề liên quan đến quyền, nghĩa vụ của người lao động, người sử dụng lao động về an toàn, vệ sinh lao động.","Điều 10, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người lao động|người sử dụng lao động,khac
83,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",4,,khoan,"Tham gia, phối hợp với người sử dụng lao động tổ chức kiểm tra công tác an toàn, vệ sinh lao động; giám sát và yêu cầu người sử dụng lao động thực hiện đúng các quy định về an toàn, vệ sinh lao động; tham gia, phối hợp với người sử dụng lao động điều tra tai nạn lao động và giám sát việc giải quyết chế độ, đào tạo nghề và bố trí công việc cho người bị tai nạn lao động, bệnh nghề nghiệp.","Điều 10, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|điều tra tai nạn lao động|người sử dụng lao động,khac
84,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",5,,khoan,"Kiến nghị với người sử dụng lao động, cơ quan, tổ chức có thẩm quyền thực hiện các biện pháp bảo đảm an toàn, vệ sinh lao động, khắc phục hậu quả sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, tai nạn lao động và xử lý hành vi vi phạm pháp luật về an toàn, vệ sinh lao động.","Điều 10, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bảo đảm an toàn|mất an toàn|gây mất an toàn|có thẩm quyền|người sử dụng lao động,khac
85,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",6,,khoan,"Tuyên truyền, vận động người lao động, người sử dụng lao động thực hiện tốt các quy định của pháp luật, tiêu chuẩn, quy chuẩn, quy trình, biện pháp bảo đảm an toàn, vệ sinh lao động tại nơi làm việc. Phối hợp với người sử dụng lao động tổ chức tập huấn, huấn luyện an toàn, vệ sinh lao động cho cán bộ công đoàn và người lao động.","Điều 10, Khoản 6 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,nơi làm việc|bảo đảm an toàn|người lao động|người sử dụng lao động,khac
86,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",7,,khoan,"Yêu cầu người có trách nhiệm thực hiện ngay biện pháp bảo đảm an toàn, vệ sinh lao động, kể cả trường hợp phải tạm ngừng hoạt động nếu cần thiết khi phát hiện nơi làm việc có nguy cơ gây nguy hiểm đến sức khỏe, tính mạng của người lao động.","Điều 10, Khoản 7 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,nơi làm việc|bảo đảm an toàn|người lao động,nghia_vu
87,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",8,,khoan,"Tham gia Đoàn điều tra tai nạn lao động cấp cơ sở theo quy định tại khoản 1 Điều 35 của Luật này; tham gia, phối hợp với người sử dụng lao động để ứng cứu, khắc phục hậu quả sự cố kỹ thuật gây mất an toàn, vệ sinh lao động, tai nạn lao động; trường hợp người sử dụng lao động không thực hiện nghĩa vụ khai báo theo quy định tại Điều 34 của Luật này thì công đoàn cơ sở có trách nhiệm thông báo ngay với cơ quan quản lý nhà nước có thẩm quyền theo quy định tại Điều 35 của Luật này để tiến hành điều tra.","Điều 10, Khoản 8 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|mất an toàn|gây mất an toàn|điều tra tai nạn lao động|có thẩm quyền|người sử dụng lao động,nghia_vu
88,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",9,,khoan,"Phối hợp với người sử dụng lao động tổ chức các phong trào thi đua, phong trào quần chúng làm công tác an toàn, vệ sinh lao động và xây dựng văn hóa an toàn lao động tại nơi làm việc; quản lý, hướng dẫn hoạt động của mạng lưới an toàn, vệ sinh viên.","Điều 10, Khoản 9 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,nơi làm việc|người sử dụng lao động,khac
89,I,QUY ĐỊNH CHUNG,10,"Quyền, trách nhiệm của công đoàn cơ sở trong công tác an toàn, vệ sinh lao động",10,,khoan,"Những cơ sở sản xuất, kinh doanh chưa thành lập công đoàn cơ sở thì công đoàn cấp trên trực tiếp cơ sở thực hiện quyền, trách nhiệm quy định tại Điều này khi được người lao động ở đó yêu cầu.","Điều 10, Khoản 10 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người lao động,khac
90,I,QUY ĐỊNH CHUNG,11,"Quyền, trách nhiệm của Hội nông dân Việt Nam",1,,khoan,"Tham gia với cơ quan nhà nước xây dựng chính sách, pháp luật về an toàn, vệ sinh lao động cho nông dân. Kiến nghị với cơ quan nhà nước có thẩm quyền xây dựng, sửa đổi, bổ sung chính sách, pháp luật có liên quan đến quyền, nghĩa vụ của người lao động là nông dân về an toàn, vệ sinh lao động.","Điều 11, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,có thẩm quyền|người lao động,khac
91,I,QUY ĐỊNH CHUNG,11,"Quyền, trách nhiệm của Hội nông dân Việt Nam",2,,khoan,"Tham gia, phối hợp với cơ quan nhà nước trong việc thanh tra, kiểm tra, giám sát việc thực hiện chế độ, chính sách, pháp luật về an toàn, vệ sinh lao động có liên quan đến quyền và nghĩa vụ của người lao động là nông dân; tham gia điều tra tai nạn lao động khi người bị tai nạn lao động là nông dân.","Điều 11, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|điều tra tai nạn lao động|người lao động,khac
92,I,QUY ĐỊNH CHUNG,11,"Quyền, trách nhiệm của Hội nông dân Việt Nam",3,,khoan,"Tham gia hoạt động tuyên truyền, huấn luyện về an toàn, vệ sinh lao động cho nông dân.","Điều 11, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
93,I,QUY ĐỊNH CHUNG,11,"Quyền, trách nhiệm của Hội nông dân Việt Nam",4,,khoan,"Phối hợp với cơ quan nhà nước trong việc chăm lo cải thiện điều kiện lao động, phòng ngừa tai nạn lao động và bệnh nghề nghiệp cho nông dân.","Điều 11, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|điều kiện lao động,dieu_kien
94,I,QUY ĐỊNH CHUNG,11,"Quyền, trách nhiệm của Hội nông dân Việt Nam",5,,khoan,"Vận động nông dân tham gia phong trào bảo đảm an toàn, vệ sinh lao động cho nông dân theo quy định của pháp luật.","Điều 11, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bảo đảm an toàn,khac
95,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,1,,khoan,"Che giấu, khai báo hoặc báo cáo sai sự thật về tai nạn lao động, bệnh nghề nghiệp; không thực hiện các yêu cầu, biện pháp bảo đảm an toàn, vệ sinh lao động gây tổn hại hoặc có nguy cơ gây tổn hại đến người, tài sản, môi trường; buộc người lao động phải làm việc hoặc không được rời khỏi nơi làm việc khi có nguy cơ xảy ra tai nạn lao động đe dọa nghiêm trọng sức khỏe, tính mạng của họ hoặc buộc người lao động tiếp tục làm việc khi các nguy cơ đó chưa được khắc phục.","Điều 12, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|nơi làm việc|bảo đảm an toàn|xảy ra|người lao động,khac
96,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,2,,khoan,"Trốn đóng, chậm đóng tiền bảo hiểm tai nạn lao động, bệnh nghề nghiệp; chiếm dụng tiền đóng, hưởng bảo hiểm tai nạn lao động, bệnh nghề nghiệp; gian lận, giả mạo hồ sơ trong việc thực hiện bảo hiểm tai nạn lao động, bệnh nghề nghiệp; không chi trả chế độ bảo hiểm tai nạn lao động, bệnh nghề nghiệp cho người lao động; quản lý, sử dụng Quỹ bảo hiểm tai nạn lao động, bệnh nghề nghiệp không đúng quy định của pháp luật; truy cập, khai thác trái pháp luật cơ sở dữ liệu về bảo hiểm tai nạn lao động, bệnh nghề nghiệp.","Điều 12, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|bảo hiểm tai nạn lao động|người lao động,thu_tuc
97,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,3,,khoan,"Sử dụng máy, thiết bị, vật tư có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động không được kiểm định hoặc kết quả kiểm định không đạt yêu cầu hoặc không có nguồn gốc, xuất xứ rõ ràng, hết hạn sử dụng, không bảo đảm chất lượng, gây ô nhiễm môi trường.","Điều 12, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
98,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,4,,khoan,"Gian lận trong các hoạt động kiểm định, huấn luyện an toàn, vệ sinh lao động, quan trắc môi trường lao động, giám định y khoa để xác định mức suy giảm khả năng lao động khi bị tai nạn lao động, bệnh nghề nghiệp; cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp, chính đáng về an toàn, vệ sinh lao động của người lao động, người sử dụng lao động.","Điều 12, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp|khả năng lao động|suy giảm khả năng lao động|hoạt động kiểm định|người lao động|người sử dụng lao động,khac
99,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,5,,khoan,"Phân biệt đối xử về giới trong bảo đảm an toàn, vệ sinh lao động; phân biệt đối xử vì lý do người lao động từ chối làm công việc hoặc rời bỏ nơi làm việc khi thấy rõ có nguy cơ xảy ra tai nạn lao động đe dọa nghiêm trọng tính mạng hoặc sức khỏe của mình; phân biệt đối xử vì lý do đã thực hiện công việc, nhiệm vụ bảo đảm an toàn, vệ sinh lao động tại cơ sở của người làm công tác an toàn, vệ sinh lao động, an toàn, vệ sinh viên, người làm công tác y tế.","Điều 12, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|nơi làm việc|bảo đảm an toàn|xảy ra|người lao động,khac
100,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,6,,khoan,"Sử dụng lao động hoặc làm công việc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động khi chưa được huấn luyện về an toàn, vệ sinh lao động.","Điều 12, Khoản 6 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
101,I,QUY ĐỊNH CHUNG,12,Các hành vi bị nghiêm cấm,7,,khoan,Trả tiền thay cho việc bồi dưỡng bằng hiện vật.,"Điều 12, Khoản 7 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
102,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",13,"Thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động",1,,khoan,"Người sử dụng lao động phải thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động, các yếu tố nguy hiểm, yếu tố có hại và các biện pháp bảo đảm an toàn, vệ sinh lao động tại nơi làm việc cho người lao động; hướng dẫn quy định về an toàn, vệ sinh lao động cho người đến thăm, làm việc tại cơ sở của mình.","Điều 13, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,nơi làm việc|bảo đảm an toàn|yếu tố có hại|yếu tố nguy hiểm|người lao động|người sử dụng lao động,khac
103,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",13,"Thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động",2,,khoan,"Nhà sản xuất phải cung cấp thông tin về các biện pháp bảo đảm an toàn, vệ sinh lao động kèm theo sản phẩm, hàng hóa có khả năng gây mất an toàn cho người sử dụng trong quá trình lao động.","Điều 13, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bảo đảm an toàn|mất an toàn|gây mất an toàn|quá trình lao động,khac
104,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",13,"Thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động",3,,khoan,"Cơ quan, tổ chức, hộ gia đình có nhiệm vụ tổ chức thực hiện việc tuyên truyền, phổ biến kiến thức và kỹ năng về an toàn, vệ sinh lao động cho người lao động của mình; tuyên truyền, vận động xóa bỏ hủ tục, thói quen mất vệ sinh, gây hại, nguy hiểm cho sức khỏe bản thân và cộng đồng trong quá trình lao động.","Điều 13, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,sức khỏe|quá trình lao động|người lao động,khac
105,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",13,"Thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động",3,,khoan_bo_sung,"Căn cứ vào điều kiện cụ thể của địa phương, hằng năm, Ủy ban nhân dân các cấp có trách nhiệm chỉ đạo, tổ chức thực hiện thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động cho người lao động làm việc không theo hợp đồng lao động tại địa phương.","Điều 13 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,hợp đồng lao động|người lao động|người lao động làm việc không theo hợp đồng lao động,nghia_vu
106,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",13,"Thông tin, tuyên truyền, giáo dục về an toàn, vệ sinh lao động",4,,khoan,"Cơ quan thông tin đại chúng có trách nhiệm thường xuyên tổ chức thông tin, tuyên truyền, phổ biến chính sách, pháp luật và kiến thức về an toàn, vệ sinh lao động, lồng ghép thông tin về phòng ngừa tai nạn lao động, bệnh nghề nghiệp với các chương trình, hoạt động thông tin, truyền thông khác.","Điều 13, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,tai nạn lao động|bệnh nghề nghiệp,nghia_vu
107,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",1,,khoan,"Người quản lý phụ trách an toàn, vệ sinh lao động, người làm công tác an toàn, vệ sinh lao động, người làm công tác y tế, an toàn, vệ sinh viên trong cơ sở sản xuất, kinh doanh phải tham dự khóa huấn luyện an toàn, vệ sinh lao động và được tổ chức huấn luyện an toàn, vệ sinh lao động cấp giấy chứng nhận sau khi kiểm tra, sát hạch đạt yêu cầu.","Điều 14, Khoản 1 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,khac
108,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",1,,khoan_bo_sung,"Trường hợp có thay đổi về chính sách, pháp luật hoặc khoa học, công nghệ về an toàn, vệ sinh lao động thì phải được huấn luyện, bồi dưỡng, cập nhật kiến thức, kỹ năng về an toàn, vệ sinh lao động.","Điều 14 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,,dieu_kien
109,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",2,,khoan,"Người sử dụng lao động tổ chức huấn luyện cho người lao động làm công việc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động và cấp thẻ an toàn trước khi bố trí làm công việc này.","Điều 14, Khoản 2 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người lao động|người sử dụng lao động,khac
110,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",3,,khoan,"Người lao động làm việc không theo hợp đồng lao động phải được huấn luyện về an toàn, vệ sinh lao động khi làm công việc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động và được cấp thẻ an toàn.","Điều 14, Khoản 3 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,hợp đồng lao động|người lao động|người lao động làm việc không theo hợp đồng lao động,khac
111,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",3,,khoan_bo_sung,"Nhà nước có chính sách hỗ trợ học phí cho người lao động quy định tại khoản này khi tham gia khóa huấn luyện. Mức, đối tượng và thời gian hỗ trợ do Chính phủ quy định chi tiết tùy theo điều kiện phát triển kinh tế   xã hội trong từng thời kỳ.","Điều 14 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,quy định chi tiết|chính phủ quy định|chính phủ quy định chi tiết|người lao động,dieu_kien
112,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",4,,khoan,"Người sử dụng lao động tự tổ chức huấn luyện và chịu trách nhiệm về chất lượng huấn luyện về an toàn, vệ sinh lao động cho người lao động không thuộc đối tượng quy định tại các khoản 1, 2 và 3 Điều này, người học nghề, tập nghề, người thử việc trước khi tuyển dụng hoặc bố trí làm việc và định kỳ huấn luyện lại nhằm trang bị đủ kiến thức, kỹ năng cần thiết về bảo đảm an toàn, vệ sinh lao động trong quá trình lao động, phù hợp với vị trí công việc được giao.","Điều 14, Khoản 4 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,bảo đảm an toàn|chịu trách nhiệm|quá trình lao động|người lao động|người sử dụng lao động,khac
113,II,"CÁC BIỆN PHÁP PHÒNG, CHỐNG CÁC YẾU TỐ NGUY HIỂM, YẾU TỐ CÓ HẠI CHO NGƯỜI LAO ĐỘNG",14,"Huấn luyện an toàn, vệ sinh lao động",5,,khoan,"Việc huấn luyện về an toàn, vệ sinh lao động quy định tại Điều này phải phù hợp với đặc điểm, tính chất của từng ngành nghề, vị trí công việc, quy mô lao động và không gây khó khăn đến hoạt động sản xuất, kinh doanh. Căn cứ vào điều kiện cụ thể của cơ sở sản xuất, kinh doanh, người sử dụng lao động chủ động tổ chức huấn luyện riêng về an toàn, vệ sinh lao động hoặc kết hợp huấn luyện các nội dung về an toàn, vệ sinh lao động với huấn luyện về phòng cháy, chữa cháy hoặc nội dung huấn luyện khác được pháp luật chuyên ngành quy định.","Điều 14, Khoản 5 - Luật An toàn, vệ sinh lao động số 84/2015/QH13","Luật An toàn, vệ sinh lao động 2015",ngày 25 tháng 06 năm 2015,Quốc Hội,Luật số: 84/2015/QH13,người sử dụng lao động,dieu_kien
